,Pyruvate,,,Lactate,,,Alanine,,,Glycine,,,Valine,,,Leucine,,,Isoleucine,,,Succinate 1,,,Succinate 2,,,Succinate 3,,,Succinate 4,,,Proline,,,Fumarate 1,,,Fumarate 2,,,Fumarate 3,,,Methionine,,,Serine,,,a-kg,,,Threonine,,,Phenylalanine,,,Malate 1,,,Malate 2,,,Aspartate,,,Glutamate,,,Lysine,,,Histidine,,,Histidine,,,Citrate 1,,,Citrate 2,,,Citrate 3,,,Tyrosine,,,
HF8_0,45975,759082,,84680,311350,,52114,446234,,189635,438273,,17007,341626,,64703,401299,,23515,363576,,26431,6890,,6287,24822,,757672,182369,,79581,0,,1429,290333,,17315,11714,,380816,93058,,44703,0,,24413,401427,,62198,680652,,13622,387463,,18202,331284,,17477,425696,,44064,19582,,93273,483489,,22996,436462,,128311,735203,,334801,0,,25468,406802,,25468,406802,,126832,50657,,39664,466488,,176410,0,,10748,302922,,
HF8_10,11029,315663,,25358,133605,,9332,156130,,22844,155994,,2918,129630,,12862,145928,,4883,135835,,25860,6638,,4644,10597,,329323,78482,,35413,0,,335,90432,,81562,28118,,525908,127808,,59747,0,,6858,156246,,11155,258304,,10500,157062,,2712,116855,,3129,171402,,172357,63672,,54864,206116,,42081,156602,,296097,301448,,4143,0,,2678,218784,,2678,218784,,22521,9184,,10029,183407,,69300,0,,2248,149300,,
HF8_5,17667,791939,,93139,322812,,26047,442029,,73929,398670,,8940,336684,,33998,386358,,13474,360153,,80880,20366,,13480,25986,,791703,190487,,84340,0,,961,291328,,291219,88309,,1208651,292555,,136242,0,,18117,413383,,35619,652286,,180423,268115,,8191,277683,,8934,441848,,794701,283652,,212213,524431,,98766,316570,,1555471,764885,,14217,0,,12711,655850,,12711,655850,,70567,27891,,24971,414380,,152460,0,,6040,346901,,
LB18_0,5359,52610,,4291,11315,,116,2,,1,0,,3,0,,30,45,,0,0,,307,91,,61,197,,3890,916,,561,0,,791,139,,376,269,,5132,1277,,610,0,,31,60,,26,40,,138,371,,7,3,,44,766,,38,37,,47,36,,44,43,,4,1,,229,0,,0,0,,18,52,,63,0,,142,114,,190,0,,25,5,,
LB18_10,10447,305539,,26460,131571,,9093,155474,,18309,154628,,1884,133247,,9990,136428,,2947,141083,,24888,6324,,4932,10736,,326589,77580,,37728,0,,264,107178,,77811,27482,,512024,124181,,58162,0,,137,0,,8447,258623,,8854,154222,,2523,140814,,41,0,,139360,50566,,45046,199032,,37086,157963,,270038,299131,,2288,0,,36,0,,1265,124196,,27093,10783,,10074,167513,,63334,0,,1714,144014,,
LB18_5,27991,773450,,62757,331603,,24197,447540,,45281,413081,,4419,347589,,29942,395673,,7965,371542,,90257,22669,,14978,28713,,841146,201991,,91977,0,,1101,292520,,222360,79080,,1398688,341758,,160520,0,,14321,392729,,19835,666500,,57838,379247,,5217,306714,,4793,415091,,593066,216217,,175348,517821,,83891,368114,,1333733,793758,,3541,0,,5387,495901,,5387,495901,,91090,35852,,28754,375042,,143147,0,,3509,357540,,
LB8_0,11354,299793,,29613,124882,,18713,158511,,35604,161103,,5973,128481,,24566,146735,,7798,133842,,10790,3034,,2751,9676,,309987,74446,,32477,0,,435,99740,,14675,11126,,512294,124897,,58880,0,,8478,147214,,22264,258306,,3222,141515,,5967,112102,,6193,169631,,16485,7364,,38100,198469,,6757,176298,,31799,298721,,121531,0,,9048,168378,,9048,168378,,75576,30291,,21332,200243,,75982,0,,4394,139642,,
LB8_10,35558,844073,,106881,350623,,32150,474210,,79450,432719,,7473,362616,,39513,419810,,12638,390467,,59984,15516,,11946,27364,,851103,204046,,90414,0,,1124,283439,,218286,74904,,1523554,371556,,173327,0,,19981,438416,,36399,712514,,28474,473308,,9703,407242,,9045,466632,,356799,130570,,126663,539894,,109752,416501,,630729,815051,,5763,0,,8113,605717,,8113,605717,,85692,34069,,30272,461913,,175258,0,,5396,348692,,
LB8_5,14392,402431,,34269,166713,,11837,196349,,26244,194482,,3404,164298,,17379,186068,,6037,173661,,32564,8364,,6165,13459,,409236,98015,,42999,0,,378,121345,,127583,41246,,699980,168748,,79042,0,,9353,200420,,12543,325133,,15724,209963,,3015,135115,,4247,222187,,228371,83143,,71097,259287,,59971,193128,,397925,386286,,5454,0,,4927,281240,,4927,281240,,44691,17728,,14911,215912,,81122,0,,2839,184630,,
LF18_0,21076,713216,,82977,297021,,44499,424268,,78505,415575,,9919,324848,,60487,382190,,12012,346542,,29412,7743,,6668,22892,,730032,176194,,78013,0,,1054,281203,,28665,26198,,1333772,326967,,154220,0,,23490,384514,,51528,652835,,7185,415811,,13181,316869,,15179,410952,,25088,11847,,86590,468275,,14919,444511,,77546,729588,,210686,0,,19612,470583,,19612,470583,,123594,50239,,39536,482951,,185247,0,,8683,312639,,
LF18_10,18925,732187,,63027,304192,,23888,424873,,45918,396148,,5598,324892,,37200,378388,,10883,350350,,61334,15533,,11465,24546,,763507,183672,,83017,0,,1159,268066,,253605,81036,,1408550,341870,,157892,0,,17557,400140,,25986,634955,,43771,438539,,6011,272878,,7945,423341,,440156,159364,,128973,481960,,94921,385280,,1052711,763900,,8023,0,,7830,675036,,7830,675036,,83256,32731,,27669,408685,,154877,0,,4757,340428,,
LF18_5,17342,708237,,67278,297275,,24986,406740,,133029,373560,,6025,310523,,36723,355197,,10941,333347,,64710,16374,,12048,24599,,741838,178635,,80002,0,,1237,246445,,217167,69232,,1159936,281946,,130928,0,,16797,380134,,28187,603586,,54515,406216,,6361,251178,,7562,405971,,450138,162874,,131938,469630,,92385,343211,,998991,721555,,10212,0,,8410,635655,,8410,635655,,85293,33497,,26643,365020,,138864,0,,4750,323221,,
LF7_0,13872,450632,,32241,190554,,28121,211489,,50401,224332,,11331,180125,,43801,204689,,14974,186370,,16161,4311,,3803,14062,,445793,106400,,47460,0,,798,145133,,17696,16012,,848418,207884,,97130,0,,15561,208522,,38382,346277,,4089,251435,,13349,182224,,11592,227459,,18027,7977,,44879,291186,,11443,228912,,63436,366117,,278678,0,,3740,52945,,3740,52945,,79467,31706,,25329,300003,,117366,0,,5942,132079,,
LF7_10,13726,436183,,26228,181839,,14384,215652,,29799,217769,,6084,178166,,25847,203241,,8855,187653,,30544,8165,,6260,14568,,445324,107030,,47130,0,,425,143803,,140933,45844,,812742,196966,,91611,0,,11181,216032,,20275,348643,,17646,221237,,4517,132972,,6039,238657,,240462,87238,,72582,277230,,50929,213212,,561011,419466,,10826,0,,4842,272519,,4842,272519,,30234,12108,,11962,225778,,85378,0,,4425,197160,,
LF7_5,13331,365984,,48870,151691,,12950,176827,,50587,180366,,4754,145317,,21248,163434,,7425,152126,,38605,9959,,6628,12541,,371491,88486,,39033,0,,418,108840,,115094,37513,,627111,151957,,71514,0,,9228,175165,,19545,282905,,23715,146189,,3962,108774,,5235,196878,,259085,94503,,77979,232394,,42411,155093,,528203,340735,,13058,0,,4203,207408,,4203,207408,,32770,13058,,11685,182947,,69063,0,,3855,163787,,
LF8_0,33871,724872,,78538,299131,,57479,433254,,369473,427820,,17831,331016,,75889,388454,,25102,351833,,29242,7847,,6701,23352,,736839,177059,,77080,0,,1450,291216,,44118,29617,,1307098,321328,,150391,0,,24901,383903,,64145,657120,,14026,369685,,18747,304190,,16776,408833,,58663,24204,,91341,469333,,20550,413403,,119784,693740,,338854,0,,18488,337538,,18488,337538,,173087,68390,,48263,471841,,178798,0,,10149,282208,,
LF8_10,23982,882284,,63827,375038,,23409,517854,,53954,486467,,5847,397233,,32159,464910,,9491,429041,,53102,14040,,11832,30314,,927841,222736,,124523,0,,685,334161,,226019,79962,,1763296,430715,,200897,0,,18522,492926,,25408,775335,,30637,555034,,5604,354475,,6543,523503,,382817,138105,,131920,588124,,105235,470844,,771625,918582,,10033,0,,7599,829396,,7599,829396,,86247,34417,,31163,517341,,195503,0,,4141,413382,,
LF8_5,25617,851316,,107147,361602,,24904,495155,,62374,462589,,6724,381453,,33388,446389,,10831,411581,,64303,16453,,11654,28601,,886929,213687,,93543,0,,728,324107,,269214,87534,,1584767,386300,,179550,0,,18602,473867,,27220,740308,,47321,516166,,6671,340330,,7391,505855,,523844,190639,,156672,565223,,133500,444308,,1091418,876122,,13273,0,,13055,761275,,13055,761275,,107140,41960,,33909,458277,,173599,0,,4670,389407,,
HB9_0,12274,194587,,18680,77426,,10421,72949,,43083,77212,,3288,65853,,13466,71501,,3878,65562,,6562,1786,,1684,5722,,177016,42042,,18737,0,,282,48872,,12127,7262,,246667,60160,,28555,0,,3658,67801,,12243,123440,,2423,53400,,3879,71582,,3263,83901,,18150,7875,,26618,110355,,3923,72678,,15910,125160,,67929,0,,1851,32179,,1851,32179,,21879,8822,,7268,92436,,34796,0,,2053,61300,,
HB9_5,11801,382514,,24636,152319,,8675,175492,,17145,178971,,2692,146040,,11431,166248,,3918,154240,,27161,7189,,5237,12529,,374242,89637,,39664,0,,378,118307,,110410,36520,,617414,149238,,69442,0,,5262,175970,,10308,291230,,13054,170224,,2661,141413,,2749,194831,,178317,64809,,55712,231385,,55254,173240,,286995,331319,,5421,0,,3280,204365,,3280,204365,,31114,12409,,10930,178203,,67350,0,,1955,162760,,
LB9_0,32817,840795,,66619,345417,,65491,467702,,392648,465386,,15523,357038,,83478,417711,,21076,379469,,28351,7795,,7214,29300,,837882,200166,,88820,0,,1305,296528,,37495,31764,,1417618,349413,,163619,0,,22988,415340,,68360,711962,,11250,413005,,19345,375795,,17624,442758,,39240,18485,,112038,533038,,16617,452864,,87928,741575,,415791,0,,19547,350501,,19547,350501,,152949,60996,,46746,488159,,185332,0,,9784,298356,,
LB9_10,32392,995035,,49784,419549,,17412,541729,,28748,509171,,3791,410751,,26467,482196,,7231,441701,,43989,11605,,10689,32231,,1004689,240906,,107049,0,,701,317217,,163998,67909,,1878427,461763,,215234,0,,13379,497566,,20225,818117,,18235,550927,,4778,468464,,4805,526382,,345360,127340,,139813,626138,,86787,517924,,769237,937155,,9138,0,,5145,725279,,5145,725279,,116597,46489,,39629,541217,,206063,0,,3193,408895,,
LB9_5,24607,935841,,51280,381634,,15223,500396,,28712,451513,,3182,381350,,17055,434587,,4884,406109,,62449,16180,,12747,31056,,948038,227843,,101783,0,,703,321774,,392497,119880,,1818186,443027,,204312,0,,10432,468697,,15721,747488,,334437,200050,,3785,363532,,3156,501166,,1142453,409556,,268256,638200,,76139,329870,,2503377,898056,,14513,0,,4391,720339,,4391,720339,,93715,36961,,31443,509229,,193246,0,,2442,401763,,
LF9_0,36702,829560,,46899,327882,,77259,423813,,86294,416113,,24580,327562,,99911,381281,,33424,346085,,31674,8748,,7670,26365,,766526,183203,,81546,0,,1629,286614,,30104,27999,,1369560,336198,,158094,0,,29271,380301,,95511,648434,,10261,375872,,28271,325681,,25633,404283,,32777,15172,,97943,492283,,23586,408504,,107807,677706,,382673,0,,21964,271207,,21964,271207,,123325,49209,,38964,457199,,174048,0,,14486,262695,,
LF9_10,13549,412953,,20718,173003,,7676,221365,,34198,214025,,1974,170478,,9804,199266,,2998,183135,,25397,6774,,5905,13954,,407638,97022,,43213,0,,363,143247,,90251,32856,,673603,163843,,76622,0,,5103,200566,,8535,340912,,10368,165680,,2066,173508,,1962,218485,,207305,76604,,69773,249877,,38817,201133,,460812,377480,,3984,0,,1489,216336,,1489,216336,,32694,13124,,12327,193051,,73061,0,,1452,176419,,
LF9_5,10422,426301,,18288,177144,,6003,203266,,32055,207959,,1732,166429,,8425,189631,,2473,175419,,31146,8229,,6388,14432,,428363,102113,,45563,0,,218,133960,,121186,40338,,775482,188688,,87284,0,,4885,201992,,7591,330036,,16175,199291,,1678,149208,,1768,226521,,254269,91801,,72876,268683,,46739,196177,,529435,383100,,8020,0,,1565,232063,,1565,232063,,38494,15167,,13288,208930,,78682,0,,1381,182709,,
HB10_0,23584,386644,,47435,151155,,28926,177676,,28408,182298,,7734,143736,,36894,165977,,10141,150982,,16043,4370,,3624,11441,,353782,84083,,37317,0,,732,116823,,16975,12288,,521713,127529,,59460,0,,10102,164918,,30114,289139,,5988,123034,,9270,158570,,8067,187332,,24809,11219,,48155,221439,,6215,175857,,52442,310803,,73765,0,,11133,182775,,11133,182775,,59379,23808,,17745,197751,,74592,0,,5213,149692,,
HB10_10,35426,769123,,54114,327305,,15670,432948,,17925,420358,,3278,331887,,15254,395209,,4655,360894,,44294,11753,,10138,26382,,814689,193633,,85857,0,,747,292152,,189056,71236,,1637614,401000,,187116,0,,9481,412440,,15469,683969,,11083,464757,,3824,361462,,3076,436071,,241994,91527,,94849,503424,,101167,443558,,365191,756880,,1745,0,,3415,568871,,3415,568871,,63950,25708,,25624,482111,,183559,0,,1884,346395,,
HB10_5,9360,318682,,25078,130417,,3835,139348,,4648,136302,,803,109036,,4347,124560,,1104,115213,,18303,4745,,3787,10035,,302553,71517,,31720,0,,161,78072,,84412,27735,,489965,118595,,55016,0,,2711,127286,,3557,223843,,9104,136760,,1289,141044,,737,146186,,160500,58221,,45971,189460,,40043,137192,,263477,245801,,2617,0,,559,105337,,559,105337,,22722,9014,,8527,146540,,55432,0,,613,120652,,
HB14_0,12970,442257,,37101,177973,,18875,200723,,29987,193008,,6375,173608,,32399,200207,,8130,181510,,12399,3357,,3267,13384,,417994,99949,,44091,0,,661,139992,,19280,15315,,715373,174098,,81704,0,,9418,204285,,23389,350664,,6090,211256,,7326,194025,,7307,221761,,19232,8760,,49523,272215,,6633,221450,,47161,362703,,192023,0,,6511,133213,,6511,133213,,84976,34464,,25027,246706,,94027,0,,4081,146253,,
HB19_0,33266,868565,,90217,355195,,59977,478899,,152949,469912,,14812,363225,,76061,427631,,21870,387823,,21113,5834,,6076,26192,,859449,205840,,90556,0,,1771,327099,,43229,31071,,1450858,355843,,165880,0,,24741,433987,,76171,744425,,9519,513519,,20907,420803,,19661,464739,,61276,25040,,104331,562310,,19096,520186,,105827,827297,,86286,0,,28018,652145,,28018,652145,,32118,14290,,23794,557644,,211948,0,,11309,351892,,
HB19_10,26362,806989,,45180,330559,,33922,433409,,50490,406779,,6301,331327,,42182,386392,,11525,357065,,68872,17210,,11471,26552,,820275,197020,,87841,0,,915,287403,,211187,70036,,1252800,304913,,141583,0,,16061,409299,,31577,661997,,35646,417746,,8769,351078,,9390,433054,,425470,155635,,149934,524395,,97925,382218,,834930,764530,,3137,0,,8414,649789,,8414,649789,,67878,27153,,27300,455026,,172385,0,,5388,343881,,
HB19_5,18731,1068965,,63441,421430,,39058,542817,,31382,476873,,11461,414875,,69079,477680,,22755,445417,,74671,18274,,12446,32068,,1018343,243594,,110243,0,,1678,334330,,228215,76455,,1597031,385629,,174391,0,,24166,485915,,52553,796076,,251034,243635,,16594,493220,,15816,521894,,609850,217534,,218129,663928,,39615,352347,,1293648,859499,,9939,0,,8781,466504,,8781,466504,,237504,91043,,58622,557688,,210456,0,,7682,353051,,
HB20_0,21935,489519,,67304,191842,,30132,202189,,29353,203307,,10536,176065,,40378,200205,,13245,183204,,12552,3428,,3503,14510,,452516,107549,,47879,0,,783,134663,,17396,14346,,657913,160927,,76041,0,,12005,189722,,38978,341794,,6218,199104,,15509,230852,,11418,212896,,22917,10349,,66657,295561,,8306,201832,,58960,331624,,55547,0,,9729,162408,,9729,162408,,66454,26480,,20948,267649,,101497,0,,6284,145144,,
HB20_10,21177,650331,,126709,262558,,22909,348184,,34061,317054,,5184,265223,,21159,301266,,6978,283060,,55488,14042,,10295,22240,,658130,157537,,69482,0,,1579,222876,,219587,69159,,1071055,259901,,120733,0,,9463,322747,,35139,526158,,38344,346410,,7203,292798,,4333,342994,,461225,166731,,131411,430181,,85915,300791,,987446,627811,,1883,0,,7491,518725,,7491,518725,,63516,25201,,22239,348560,,132200,0,,3405,285113,,
HB20_5,22595,606994,,43922,243043,,22352,318470,,50421,291941,,5873,241935,,28226,279589,,8445,260322,,49676,12711,,9293,20173,,593246,141282,,62491,0,,776,204480,,199713,62699,,874495,212680,,99951,0,,10021,290990,,25202,466611,,104505,180832,,7197,245503,,5787,311011,,463879,167998,,143695,383750,,58349,222920,,864794,538078,,4204,0,,6659,468125,,6659,468125,,74255,29116,,22701,282624,,104357,0,,3832,249635,,
HB5_0,28450,841733,,82200,331099,,54681,425700,,65783,421695,,26391,330715,,83267,387116,,34580,350405,,21417,5882,,6027,24734,,786207,189052,,83249,0,,2277,285390,,35079,30053,,1495973,367808,,172571,0,,22802,395931,,75166,676551,,10527,446513,,25204,345747,,21847,421562,,38932,16976,,93089,514185,,16919,451406,,133417,739716,,234832,0,,29651,435364,,29651,435364,,171596,68298,,49887,528546,,200999,0,,13275,298556,,
HB9_10,29841,808512,,58767,334487,,24040,436236,,24484,413441,,4999,332739,,24447,388119,,8475,358233,,94299,24327,,15762,30075,,832010,200202,,89065,0,,930,274583,,194011,69689,,1346760,329208,,155035,0,,12162,411201,,21499,662713,,38169,393550,,5240,334257,,4949,436586,,408624,151940,,142531,513091,,98748,383154,,876501,769722,,2824,0,,6038,594194,,6038,594194,,71059,28421,,25239,375505,,143000,0,,3342,350656,,
HF14_0,33247,794163,,78050,318568,,37360,424432,,63556,418759,,12226,325143,,46421,381857,,14707,346445,,28278,7468,,6526,24511,,774651,186424,,82722,0,,1198,285052,,37028,29323,,1348980,330034,,155807,0,,16002,394668,,40849,672641,,10281,433025,,12027,326182,,11928,417198,,37748,16740,,85207,502838,,14725,451095,,89041,730013,,198575,0,,22411,459763,,22411,459763,,165345,66854,,48305,483890,,183824,0,,7474,297660,,
HF18_0,23295,857383,,137341,349497,,50672,469672,,222024,465974,,20087,358147,,66781,420344,,25199,381127,,23249,6532,,6432,27443,,854383,205608,,91661,0,,2004,307972,,33463,31194,,1588972,389445,,182796,0,,22326,434699,,65393,742536,,10046,531213,,20096,355434,,19221,460592,,32993,15301,,94561,564042,,21277,515107,,134223,818698,,268474,0,,26103,510869,,26103,510869,,166793,67769,,54091,611763,,233220,0,,11457,325115,,
HF18_10,12034,820065,,46889,322991,,21732,429320,,146887,412793,,5729,331296,,25985,386674,,7783,358492,,119716,29550,,16746,26981,,816346,195391,,86954,0,,958,314616,,240436,76567,,1307222,318720,,147501,0,,11079,411861,,20211,668148,,40983,429664,,5194,325797,,5095,442098,,482080,173437,,144661,511073,,110367,400890,,1141602,780910,,3420,0,,6059,622758,,6059,622758,,62777,25570,,25521,425419,,162062,0,,3666,329157,,
HF18_5,7811,535159,,60008,220096,,11421,282581,,132271,255486,,3926,218710,,14717,249931,,5173,235500,,43216,10717,,7468,17889,,553303,132615,,58759,0,,670,181557,,151498,49311,,863323,209259,,97338,0,,7196,269623,,13368,424920,,35008,271623,,3412,192628,,3137,294028,,375369,135651,,110596,351484,,53009,234567,,821552,502492,,6759,0,,4179,406808,,4179,406808,,49094,19530,,17948,272728,,105154,0,,2495,233394,,
LB13_0,24199,849213,,72207,347290,,35705,465369,,65445,456471,,9919,355269,,47319,417090,,12109,377936,,29634,7894,,7166,26876,,852172,204242,,89367,0,,1431,311643,,35157,31861,,1605798,395565,,186402,0,,16332,430160,,38950,735755,,8112,505991,,11184,376141,,10883,452026,,31945,14553,,80608,537044,,13476,488671,,71305,781483,,275151,0,,17126,443330,,17126,443330,,173385,71076,,52080,536298,,202728,0,,6437,304876,,
LB14_0,21717,893644,,140804,369846,,44546,493714,,957561,503561,,11969,376058,,60540,441990,,13635,400717,,30256,8264,,7527,28374,,899487,215588,,94714,0,,2035,333036,,27881,30954,,1612862,397718,,187300,0,,19378,456661,,72898,778766,,11006,525276,,14669,399909,,14706,479445,,16073,8787,,101468,567059,,12179,513432,,83624,837032,,244298,0,,21475,478176,,21475,478176,,129286,51774,,41424,515425,,197716,0,,8428,323085,,
LB15_0,20140,868037,,107772,354864,,46793,476150,,86256,463786,,13898,360935,,80961,423888,,16758,383129,,22653,6109,,6329,28624,,850547,205894,,90249,0,,1138,312863,,27736,30327,,1541787,378121,,179260,0,,20344,429162,,53903,733475,,8079,485399,,16960,396344,,15071,452904,,19508,10133,,91931,544992,,10943,487520,,92613,781948,,388065,0,,18427,382754,,18427,382754,,145764,58585,,46457,512470,,196541,0,,8215,289601,,
LB19_0,23880,865923,,66723,341215,,86382,453817,,78603,440746,,20348,345304,,135490,406730,,33811,368532,,21008,5710,,5917,25060,,813215,194518,,86117,0,,1796,300488,,38820,28374,,1281846,314125,,147496,0,,37900,409429,,106143,701527,,8316,462635,,32462,413173,,30911,435963,,50497,20899,,97620,529735,,19778,472106,,121058,764708,,105278,0,,34223,544977,,34223,544977,,97259,39779,,35167,526220,,201406,0,,16494,321787,,
LB19_10,27050,941780,,81618,384365,,47597,498297,,106067,445512,,11307,379503,,72998,435468,,20919,408110,,55174,14010,,11620,30529,,940047,224279,,103062,0,,1380,300418,,273483,87903,,1505771,367667,,170282,0,,21032,456878,,48952,741814,,80668,428584,,18301,447356,,15561,486456,,609575,220404,,199152,617022,,80134,390374,,1256329,864112,,3761,0,,12514,631731,,12514,631731,,73427,29363,,29176,505578,,191819,0,,8859,368559,,
LB19_5,14010,820599,,55165,338425,,34541,438443,,18874,405849,,9341,339736,,63235,396057,,22378,364916,,47398,12017,,9248,26838,,831805,199775,,88774,0,,1500,283314,,225574,74444,,1430854,348156,,161025,0,,21490,418206,,40691,670248,,24499,497161,,12516,368652,,15809,445047,,379997,137579,,122152,525721,,119038,419542,,830612,790489,,8197,0,,13622,701642,,13622,701642,,82489,32685,,27744,423769,,160511,0,,8791,355008,,
LB20_0,36372,834524,,88854,307510,,62536,407289,,50579,394956,,15373,310504,,81400,365803,,18312,332526,,20629,5579,,5607,22965,,735448,176884,,78291,0,,1388,273137,,26349,22994,,1099600,269946,,127436,0,,24802,375369,,67989,643093,,10944,362742,,22863,378309,,19537,399651,,30490,14090,,104987,484303,,14637,409558,,108317,699319,,93940,0,,33334,513058,,33334,513058,,99463,39786,,33249,461540,,179063,0,,11858,298056,,
LB20_10,16424,410782,,42687,167406,,12627,219918,,9341,202441,,3419,168388,,18784,196486,,5224,182117,,19078,4939,,5189,13336,,408129,96574,,42667,0,,769,141909,,72000,27251,,673028,163114,,75565,0,,7222,201304,,14144,336499,,11035,205807,,4173,181689,,4230,219416,,136570,49994,,53980,260927,,34542,193086,,319617,379382,,1893,0,,3410,258612,,3410,258612,,71691,27927,,20517,260624,,98492,0,,2792,183048,,
LB20_5,16694,474849,,31473,190779,,12119,201612,,8076,192630,,3691,171211,,20353,187674,,4504,177436,,25327,6427,,5908,14936,,457359,108558,,48014,0,,562,123483,,102704,35767,,700846,170616,,79416,0,,7306,202727,,15345,329910,,38148,197708,,5284,198196,,4039,223694,,256118,92806,,81421,289853,,32506,175087,,544318,390015,,4989,0,,4129,272976,,4129,272976,,65928,25809,,19587,236706,,87282,0,,2900,186128,,
LF19_0,40090,852868,,77295,313057,,69589,422153,,58032,409805,,14919,324152,,91769,381588,,23286,346000,,31615,8661,,7703,24378,,767399,183745,,81069,0,,1332,292358,,33084,25483,,1124894,275773,,129640,0,,27668,380233,,75846,652260,,8104,385936,,24992,395106,,21519,407500,,38376,16392,,95703,482176,,18471,421934,,92633,702865,,66267,0,,30733,520824,,30733,520824,,115887,46497,,35493,457479,,174094,0,,12213,300120,,
LF19_10,25269,938186,,62971,377801,,39817,499828,,35724,456739,,9912,378561,,55379,440187,,19338,407405,,68124,17456,,13542,32702,,936071,224569,,100123,0,,1196,293871,,290851,92576,,1452861,353750,,164518,0,,20179,469304,,42798,748810,,229311,216628,,13369,398474,,13916,497827,,608090,220184,,204457,618521,,53923,349639,,1139629,854823,,3665,0,,12733,766583,,12733,766583,,105486,41577,,35870,521076,,197953,0,,8394,407981,,
LF19_5,27006,850330,,69590,352779,,48655,466932,,77272,426018,,12324,357226,,80378,410834,,23841,382613,,58630,15211,,12363,28582,,870628,208646,,92876,0,,1832,318350,,312097,97405,,1498719,365259,,168749,0,,24084,434457,,55963,691632,,57808,465847,,16533,351834,,17842,464227,,573776,207521,,169559,556858,,116319,386162,,1149779,811299,,6948,0,,16672,707758,,16672,707758,,68833,27760,,26723,474463,,179813,0,,10195,367212,,
